RedniBroj,Takson,Brojnost,Pokrovnost,Spratovnost,Broj_snimka,pokrovnost_snimka_po_zonama,Datum,Lokalitet,Vlažnost_Kojić1997,Kiselost_Kojić1997,Azot_Kojić1997,Svetlost_Kojić1997,Temperatura_Kojić1997,sintaksonomski element,LIGHT_Tichy_etal2023,TEMPERATURE_Tichy_etal2023,MOISTURE_Tichy_etal2023,REACTION_Tichy_etal2023,NUTRIENTS_Tichy_etal2023,SALINITY_Tichy_etal2023
96,Orchis purpurea,1,2,C,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,3,4,3,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",5.5,6.9,4.3,8,3.2,0
97,Juniperus communis,2,5,B2,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,2,3,2,4,3,nema,8.1,3.8,x,x,2.6,0
98,Quercus pubescens,1,2,B2,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,2,4,2,3,5,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.8,x,3.9,6.9,3.5,0
99,Globularia cordifolia,2,2,C,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,2,5,1,5,2,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",9,3.8,3.6,9,1.5,0
100,Homalothecium lutescens,0,0,C1,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
101,Didymodon ferrugineus,0,0,C1,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
102,Genista tinctoria subsp. tinctoria var. tinctoria f. tinctoria,1,2,C,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,3,2,2,4,3,nema,7,x,5.3,x,2.4,0
103,Teucrium chamaedrys,2,2,C,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
104,Helianthemum nummularium,1,2,C,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,2,4,1,4,4,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.9,x,3.5,7.5,2.1,0
105,Bothriochloa ischaemum (sub. Andropogon ischaemum),2,4,C,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,2,3,2,5,5,nema,8.9,6.9,3.3,8,3,0
106,Campanula lingulata,1,1,C,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,2,3,2,4,4,nema,7,7,4.5,8,3,0
107,Euphorbia cyparissias,1,2,C,9,B2 - 70%; C - 20%; C1 - 50%; 20% zemlja,24.4.2023,Svrljiške planine - put ka crkvi Svete Petke,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
108,Orchis purpurea,3,2,C,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,3,4,3,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",5.5,6.9,4.3,8,3.2,0
109,Carpinus orientalis,3,5,B2,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,2,5,1,4,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",4.7,7.4,4,7.5,4.5,0
110,Clematis vitalba,1,1,B2,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",6.9,6.5,x,7.3,6.3,0
111,Teucrium chamaedrys,3,3,C,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
112,Euphorbia cyparissias,4,3,C,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
113,Quercus pubescens,1,1,B2,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,2,4,2,3,5,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.8,x,3.9,6.9,3.5,0
114,Rosa canina,1,1,B2,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,3,3,2,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7.5,x,x,7,x,0
115,Pyrus communis,1,1,B2,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,3,4,3,3,4,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",6.1,6,5,x,x,0
116,Prunus spinosa,2,3,B2,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,2,4,3,4,4,"1,151 - Sveza Prunioun spinosae Soo 1940: Kserotermne i heliofitne fitocenoze šibljaka, obično na obodu kserotermnih šuma, na černozemu, dosta česte u Vojvodini",7.2,x,4,6.4,x,0.1
117,Clinopodium vulgare,3,4,C,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,3,4,2,4,3,nema,6.9,x,4.3,6.8,3.2,0
118,Agrimonia eupatoria,3,3,C,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,2,4,3,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.1,x,4.1,7.3,3.9,0.1
119,Cruciata glabra subsp. glabra (Syn. Galium vernum),2,2,C,10,B2 - 70%; C - 80%; 20% zemlja,25.4.2023,Ljubotavica,2,4,2,4,3,nema,6.9,x,x,5.8,x,0
120,Cephalanthera damasonium,1,2,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,3,3,4,3,4,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",x,x,4,7.3,3.9,0
121,Fraxinus excelsior,1,2,B2,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,3,4,4,3,3,"1,132 - Sveza Fraxino-Acerion Fukarek 1969: Mezofilne šume javora i jasena ili javora i gorskog bresta, unutar pojasa bukovo-jelovih šuma",x,x,6.7,7.3,6.6,0
122,Juniperus communis,1,3,B2,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,2,3,2,4,3,nema,8.1,3.8,x,x,2.6,0
123,Clinopodium vulgare,3,2,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,3,4,2,4,3,nema,6.9,x,4.3,6.8,3.2,0
124,Euphorbia cyparissias,1,2,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
125,Teucrium chamaedrys,3,4,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
126,Ligustrum vulgare,1,1,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,3,4,2,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.7,x,x,7.6,4.1,0
127,Chrysopogon gryllus,3,4,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,2,3,2,4,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.5,x,3.8,7.3,3,0
128,Plantago media,1,2,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,5.3,4.1,6.8,2.9,0
129,Thymus sp.,2,3,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
130,Agrimonia eupatoria,3,3,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,2,4,3,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.1,x,4.1,7.3,3.9,0.1
131,Quercus pubescens,1,1,B2,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,2,4,2,3,5,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.8,x,3.9,6.9,3.5,0
132,MAHOVINE,0,0,C1,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
133,Trifolium pratense,1,2,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,4.3,x,5.9,x,0.1
134,Sanguisorba minor,1,2,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.4,6.1,3.4,7.4,2.5,0.1
135,Medicago sp.,4,4,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
136,Veronica chamaedrys,1,2,C,11,B2 - 5%; C - 75%; C1 - 20%; 5% zemlja,25.4.2023,Ljubotavica,3,3,3,3,3,"5,14 - Red Arrhenatheretalia elatioris Pawl. 1928: Dolinske mezofilne livadske i pašnjačke zajednice na dubokom zemljištu, uglavnom bogatom hranjivim mineralnim materijama",6.6,x,4.6,6.5,4.9,0
137,Anacamptis morio subsp. caucasica,1,2,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,2,3,2,3,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.6,x,x,x,3.1,0.1
138,Ornithogalum umbellatum,1,2,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,3,4,3,4,4,nema,6.6,x,x,7,5.9,0.1
139,Chrysopogon gryllus,3,4,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,2,3,2,4,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.5,x,3.8,7.3,3,0
140,Fragaria vesca,3,3,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,3,3,3,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.7,x,4.9,6.8,5,0
141,Carpinus orientalis,2,3,B2,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,2,5,1,4,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",4.7,7.4,4,7.5,4.5,0
142,Cytisus sp.,1,1,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
143,Euphorbia cyparissias,1,2,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
144,Helleborus odorus,1,2,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,3,1,2,3,4,nema,5,7.3,4.5,7,5,0
145,Quercus pubescens,1,2,B2,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,2,4,2,3,5,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.8,x,3.9,6.9,3.5,0
146,Trifolium pratense,1,2,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,4.3,x,5.9,x,0.1
147,? Festuca sp.,3,4,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
148,Muscari commosum (Syn. Leopoldi comosa),1,1,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,2,3,3,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.3,7.4,3.4,6.7,4.8,0
149,Teucrium chamaedrys,2,2,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
150,Euphorbia myrsinites,1,2,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,0,0,0,0,0,nema,8.8,6.2,3.3,7,2,0
151,Thymus pulegioides,4,5,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,2,3,1,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.9,5.2,3.8,x,1.7,0
152,Sedum sp.,2,2,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
153,Ligustrum vulgare,1,1,B2,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,3,4,2,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.7,x,x,7.6,4.1,0
154,Potentilla incana,3,4,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,1,4,2,4,4,"5,3 - Klasa Festucetea vaginatae Soo 1968 em. Vich. 1972: Psamofitske zajednice, kao i zajednice razvijene na plitkim zemljištima ili kamenjarima, pretežno na serpentinu",8.6,6.6,2,8,1.3,0
155,Carex caryophylllea,3,3,C,12,B2 - 15%; C - 75%; C1 - 20%; kamen 5%,25.4.2023,Staničenje,2,3,2,4,3,"5,2 Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.9,x,4.2,x,2,0
156,Anacamptis morio subsp. caucasica,1,2,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,2,3,2,3,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.6,x,x,x,3.1,0.1
157,Orchis purpurea,1,2,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,3,4,3,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",5.5,6.9,4.3,8,3.2,0
158,Crataegus monogyna,1,3,B2,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,3,4,2,4,3,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",7,x,4.4,x,x,0
159,Prunus spinosa,1,1,B2,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,2,4,3,4,4,"1,151 - Sveza Prunioun spinosae Soo 1940: Kserotermne i heliofitne fitocenoze šibljaka, obično na obodu kserotermnih šuma, na černozemu, dosta česte u Vojvodini",7.2,x,4,6.4,x,0.1
160,Carpinus orientalis,1,1,B2,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,2,5,1,4,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",4.7,7.4,4,7.5,4.5,0
161,Plantago media,4,5,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,5.3,4.1,6.8,2.9,0
162,MAHOVINE,0,0,C1,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
163,Fragaria vesca,4,3,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,3,3,3,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.7,x,4.9,6.8,5,0
164,Chrysopogon gryllus,3,4,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,2,3,2,4,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.5,x,3.8,7.3,3,0
165,Eryngium campestre,1,2,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,1,4,3,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.7,x,3,7.5,3.3,0
166,Bellis perenis,1,1,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,3,3,3,4,3,"5,14 - Red Arrhenatheretalia elatioris Pawl. 1928: Dolinske mezofilne livadske i pašnjačke zajednice na dubokom zemljištu, uglavnom bogatom hranjivim mineralnim materijama",8.1,x,x,5.2,x,0.1
167,Carex caryophylllea,3,2,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,2,3,2,4,3,"5,2 Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.9,x,4.2,x,2,0
168,Teucrium chamaedrys,3,3,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
169,? Festuca sp.,6,4,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
170,Trifolium repens,3,3,C,13,B2 - 10%; C - 95%; C1-15%; 5% zemlja,25.4.2023,Mali Suvodol,3,3,4,4,3,"5,14 - Red Arrhenatheretalia elatioris Pawl. 1928: Dolinske mezofilne livadske i pašnjačke zajednice na dubokom zemljištu, uglavnom bogatom hranjivim mineralnim materijama",7.7,x,x,5.6,x,0.7
171,Orchis purpurea,1,2,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,3,4,3,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",5.5,6.9,4.3,8,3.2,0
172,Euphorbia cyparissias,1,2,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
173,Euphorbia myrsinites,1,2,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,0,0,0,0,0,nema,8.8,6.2,3.3,7,2,0
174,Chrysopogon gryllus,3,4,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,2,3,2,4,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.5,x,3.8,7.3,3,0
175,MAHOVINE,0,0,C1,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
176,Sedum sp.,1,2,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
177,Onosma/Nonea,4,6,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
178,Potentilla incana,3,3,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,1,4,2,4,4,"5,3 - Klasa Festucetea vaginatae Soo 1968 em. Vich. 1972: Psamofitske zajednice, kao i zajednice razvijene na plitkim zemljištima ili kamenjarima, pretežno na serpentinu",8.6,6.6,2,8,1.3,0
179,Teucrium chamaedrys,3,3,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
180,? Festuca sp.,4,3,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
181,Eryngium campestre,1,2,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,1,4,3,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.7,x,3,7.5,3.3,0
182,Sideritis montana,2,2,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,1,4,3,4,5,nema,8.9,x,3.1,7.7,3.3,0
183,Achillea asplenifolia,3,4,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,3,3,1,4,4,nema,8,6.7,6,7,4.5,2.7
184,Teucrium polium,1,1,C,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,0,0,0,0,0,nema,8.5,x,2.9,x,2.1,0.5
185,Rosa canina,1,2,B2,14,"B2 - 1%; C - 60%; C1 - 50%, 5% kamen, 5% zemlja",25.4.2023,Telovac,3,3,2,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7.5,x,x,7,x,0
186,Limodorum abortivum,3,2,C,15,B2 - 5%; C - 70%; C1 - 5%; 5% zemlja,26.4.2023,Šljivovički vis - posle Bežišta,2,4,2,3,4,nema,6.7,x,x,7.6,4.1,0
187,Carpinus orientalis,1,3,B2,15,B2 - 5%; C - 70%; C1 - 5%; 5% zemlja,26.4.2023,Šljivovički vis - posle Bežišta,2,5,1,4,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",4.7,7.4,4,7.5,4.5,0
188,Globularia cordifolia,3,2,C,15,B2 - 5%; C - 70%; C1 - 5%; 5% zemlja,26.4.2023,Šljivovički vis - posle Bežišta,2,5,1,5,2,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",9,3.8,3.6,9,1.5,0
189,Orchis purpurea,2,2,C,15,B2 - 5%; C - 70%; C1 - 5%; 5% zemlja,26.4.2023,Šljivovički vis - posle Bežišta,3,4,3,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",5.5,6.9,4.3,8,3.2,0
190,Agrimonia eupatoria,3,3,C,15,B2 - 5%; C - 70%; C1 - 5%; 5% zemlja,26.4.2023,Šljivovički vis - posle Bežišta,2,4,3,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.1,x,4.1,7.3,3.9,0.1
